-,SuffixTrie,-,Automata,-,PatricianTrie,-
Test No,Build,Consult,Build,Consult,Build,Consult
../books/data/data0.in,6.878,208.162
../books/data/data1.in,7.563,206.731
../books/data/data2.in,7.871,231.552
../books/data/data3.in,7.747,206.196
../books/data/data4.in,8.303,228.935
